City,State,Lat,Long,Pop
Seyssinet-Pariset,France,45.176755,5.693872,13135
Plougastel-Daoulas,France,48.366667,-4.366667,13128
Guipavas,France,48.435221,-4.397224,13109
Le Chambon-Feugerolles,France,45.396887,4.325923,13080
Mouvaux,France,50.699435,3.134292,13035
Barentin,France,49.545327,0.955152,13031
Granville,France,48.837401,-1.593931,13003
Voisins-le-Bretonneux,France,48.75793,2.051366,12987
Bouc-Bel-Air,France,43.45223,5.413189,12946
Vire,France,48.843564,-0.885237,12898
Plérin,France,48.542494,-2.779835,12890
Stiring-Wendel,France,49.2,6.933333,12872
Bolbec,France,49.573209,0.473389,12847
Le Raincy,France,48.895926,2.526372,12770
Villeneuve-lès-Avignon,France,43.968405,4.796298,12688
Moissac,France,44.102361,1.094502,12686
Lons,France,43.316666,-0.4,12684
Andrésy,France,48.982345,2.056872,12646
Carrières-sur-Seine,France,48.906872,2.179199,12635
Épinay-sous-Sénart,France,48.689701,2.511863,12620
Plouzané,France,48.383333,-4.616667,12588
Genas,France,45.732153,4.99943,12584
Thiers,France,45.858139,3.556275,12576
Longuenesse,France,50.733954,2.235195,12570
Sainte-Luce-sur-Loire,France,47.253807,-1.484296,12550
Arnouville-lès-Gonesse,France,48.983333,2.416667,12543
Kingersheim,France,47.792586,7.334908,12528
Le Bourget,France,48.934052,2.435838,12503
Comines,France,50.761503,3.010633,12467
Vaires-sur-Marne,France,48.876492,2.639816,12418
Fontenay-le-Fleury,France,48.812532,2.048632,12403
Chauny,France,49.615144,3.218571,12374
Triel-sur-Seine,France,48.978181,2.007429,12351
Yzeure,France,46.564383,3.354949,12306
Maromme,France,49.479248,1.023748,12302
Ambérieu-en-Bugey,France,45.958853,5.343197,12289
Rumilly,France,45.868733,5.936522,12278
Graulhet,France,43.762838,1.988349,12246
Valentigney,France,47.463879,6.83168,12221
Mende,France,44.518486,3.50372,12214
Pierrelatte,France,44.377556,4.701976,12201
Juvisy-sur-Orge,France,48.683333,2.383333,12185
La Motte-Servolex,France,45.594156,5.87575,12172
Saint-Claude,France,46.390153,5.863737,12169
Somain,France,50.359606,3.281081,12132
Brignais,France,45.673577,4.754842,12121
Bruges,France,44.87981,-0.612194,12117
Bischwiller,France,48.765883,7.858307,12109
Rognac,France,43.488925,5.229288,12096
Le Pradet,France,43.106607,6.017185,12070
Gisors,France,49.281783,1.780098,12062
Seclin,France,50.548729,3.027313,12061
Montataire,France,49.258999,2.437766,12031
Saint-Orens-de-Gameville,France,43.554021,1.534106,12024
Guebwiller,France,47.908124,7.209761,12005
Saint-Gilles,France,43.677923,4.432586,11995
Fameck,France,49.30335,6.108598,11966
Amilly,France,47.972812,2.771859,11965
Provins,France,48.561463,3.297725,11958
Solliès-Pont,France,43.189784,6.043205,11933
Saverne,France,48.740039,7.365086,11925
Amboise,France,47.412491,0.98266,11896
Saint-Martin-Boulogne,France,50.726909,1.618642,11892
Talant,France,47.336935,5.008876,11877
Noeux-les-Mines,France,50.475481,2.667939,11828
Bully-les-Mines,France,50.443805,2.727029,11819
Aubergenville,France,48.959957,1.854673,11785
Valbonne,France,43.641272,7.005747,11782
Villefranche-de-Rouergue,France,44.350712,2.034177,11775
Les Ponts-de-Cé,France,47.424076,-0.524165,11757
Beaumont,France,45.751226,3.083551,11742
Ramonville-Saint-Agne,France,43.547937,1.470791,11732
Francheville,France,45.738792,4.772185,11724
Valenton,France,48.74527,2.464669,11716
Allonnes,France,47.967395,0.158067,11707
Nogent-le-Rotrou,France,48.320197,0.820593,11657
Gaillac,France,43.901111,1.902021,11635
Le Pont-de-Claix,France,45.124434,5.706396,11597
La Queue-en-Brie,France,48.785198,2.58112,11589
Vernouillet,France,48.97146,1.980817,11554
Marly,France,50.345561,3.549588,11497
Bernay,France,49.09378,0.601411,11491
Trélazé,France,47.445648,-0.465395,11481
Méricourt,France,50.401157,2.86246,11450
Auray,France,47.670252,-2.991828,11425
Roquebrune-Cap-Martin,France,43.764078,7.482065,11416
Arcachon,France,44.659252,-1.169382,11391
Château-Gontier,France,47.827711,-0.700268,11267
Auchel,France,50.503451,2.473462,11227
Châteauneuf-lès-Martigues,France,43.384848,5.16283,11225
Ostwald,France,48.544203,7.71087,11224
Mondeville,France,49.170604,-0.317979,11193
Étaples,France,50.516667,1.640689,11191
Mions,France,45.664319,4.949939,11171
Obernai,France,48.462783,7.481764,11146
Morangis,France,48.703827,2.339084,11145
Saint-Martin-de-Crau,France,43.638328,4.813693,11117
Apt,France,43.87566,5.392292,11115
Oissel,France,49.333093,1.094129,11100
Lamballe,France,48.467617,-2.514361,11085
Saint-André-les-Vergers,France,48.285266,4.052104,11085
Aubenas,France,44.620057,4.389937,11076
Porto-Vecchio,France,41.589364,9.279907,11065
Saint-Saulve,France,50.371412,3.556119,11061
Bondues,France,50.701956,3.094972,11026
Quimperlé,France,47.866667,-3.55,11015
Oloron-Sainte-Marie,France,43.200001,-0.6,11007
Plan-de-Cuques,France,43.346437,5.462554,10995
Bonneville,France,46.084257,6.404214,10931
Saint-Max,France,48.704294,6.209989,10926
Dinard,France,48.631433,-2.061445,10880
Le Portel,France,50.705587,1.575745,10880
Passy,France,45.920277,6.687651,10859
Yvetot,France,49.617442,0.758138,10857
Saint-Paul-lès-Dax,France,43.727147,-1.051618,10850
Tarnos,France,43.541205,-1.461599,10850
Carros,France,43.789413,7.18395,10849
Hoenheim,France,48.620287,7.770066,10834
Bellegarde-sur-Valserine,France,46.110377,5.830437,10815
Saint-Junien,France,45.888671,0.901429,10779
Chantilly,France,49.192811,2.464271,10772
Rombas,France,49.249107,6.094054,10764
Castelnaudary,France,43.318288,1.954494,10730
Saint-Gaudens,France,43.110387,0.725481,10698
Jeumont,France,50.295338,4.098979,10687
Enghien-les-Bains,France,48.966667,2.316667,10675
Ploufragan,France,48.491411,-2.794576,10651
Claye-Souilly,France,48.944924,2.68566,10648
Marly,France,49.062188,6.151934,10637
Sainte-Savine,France,48.296369,4.046417,10631
Briançon,France,44.900465,6.638075,10627
Cernay,France,47.808694,7.175062,10614
Montigny-en-Gohelle,France,50.425403,2.939019,10603
Thouars,France,46.976018,-0.215073,10601
Vieux-Condé,France,50.45944,3.567375,10586
Sallaumines,France,50.417491,2.861742,10544
Oignies,France,50.463311,2.993761,10539
Florange,France,49.323732,6.121196,10533
Aubière,France,45.751574,3.112506,10529
Hirson,France,49.922619,4.082586,10529
Croissy-sur-Seine,France,48.879248,2.138365,10501
Héricourt,France,47.573048,6.761392,10488
Déville-lès-Rouen,France,49.469423,1.052144,10483
Annoeullin,France,50.528492,2.933615,10442
Fosses,France,49.098083,2.509573,10421
Ussel,France,45.55,2.316667,10420
Vauvert,France,43.695289,4.277051,10377
Clermont,France,49.380338,2.411622,10368
Joigny,France,47.982883,3.400958,10355
Parthenay,France,46.645813,-0.24463,10352
Tarare,France,45.897614,4.432722,10319
Tournon-sur-Rhône,France,45.065816,4.835274,10314
Pierre-Bénite,France,45.700895,4.825112,10304
Riorges,France,46.041786,4.049655,10303
Dinan,France,48.454561,-2.048525,10257
Gaillard,France,46.186794,6.21614,10253
Saint-Rémy-de-Provence,France,43.787747,4.831401,10211
Orthez,France,43.488385,-0.77244,10203
Courrières,France,50.457013,2.947245,10202
Saint-André-lez-Lille,France,50.660169,3.040672,10201
Albert,France,50.000906,2.650961,10180
Douchy-les-Mines,France,50.300795,3.392699,10174
Septèmes-les-Vallons,France,43.400537,5.36979,10165
Wittelsheim,France,47.802546,7.236579,10164
Roche-la-Molière,France,45.43408,4.322765,10160
Soyaux,France,45.65,0.2,10156
Tinqueux,France,49.25,3.983333,10137
Bures-sur-Yvette,France,48.699812,2.170636,10115
La Trinité,France,43.741487,7.313533,10101
Lillebonne,France,49.520298,0.536166,10099
Mazamet,France,43.490014,2.373037,10071
Chamonix-Mont-Blanc,France,45.924308,6.867316,10061
Dourdan,France,48.527725,2.011133,10036
Behren-lès-Forbach,France,49.166397,6.943363,10010
Caudebec-lès-Elbeuf,France,49.280817,1.02195,9998
Lillers,France,50.56345,2.48042,9929
Saint-Estève,France,42.711755,2.844896,9919
Aniche,France,50.329955,3.253457,9905
Carmaux,France,44.050993,2.15795,9876
Aire-sur-la-Lys,France,50.638713,2.398759,9829
Valréas,France,44.383661,4.990843,9792
Leers,France,50.682172,3.244289,9741
Figeac,France,44.611598,2.033065,9720
Ormesson-sur-Marne,France,48.786295,2.544712,9710
Maizières-lès-Metz,France,49.207544,6.160515,9708
Villebon-sur-Yvette,France,48.705944,2.240194,9700
Sarlat-la-Canéda,France,44.883333,1.216667,9670
Jarville-la-Malgrange,France,48.66907,6.206364,9658
Amnéville,France,49.257495,6.142026,9640
Quétigny,France,47.31417,5.110176,9628
Hombourg-Haut,France,49.123586,6.773968,9522
Biscarrosse,France,44.394434,-1.164097,9515
Villerupt,France,49.46737,5.932854,9514
Coutances,France,49.052141,-1.438687,9503
Igny,France,48.744369,2.224277,9484
Langres,France,47.85896,5.332966,9416
Pont-Saint-Esprit,France,44.254942,4.647364,9382
Neuville-en-Ferrain,France,50.748391,3.156756,9372
Limoux,France,43.054021,2.218795,9353
Épinay-sur-Orge,France,48.673384,2.310739,9351
Saint-Vallier,France,46.641066,4.371069,9332
Gouvieux,France,49.187047,2.41439,9324
Pithiviers,France,48.175047,2.252062,9313
Chanteloup-les-Vignes,France,48.976144,2.032614,9311
Grand-Couronne,France,49.355631,1.00647,9311
Escaudain,France,50.333147,3.344296,9252
La Ferté-Bernard,France,48.18633,0.653568,9245
Loudéac,France,48.178258,-2.75433,9177
Beauchamps,France,48.83238,-1.360005,9173
Persan,France,49.153355,2.272179,9138
Pont-Audemer,France,49.35,0.516667,9125
Rouvroy,France,49.854572,3.317458,9072
Saint-Doulchard,France,47.103712,2.351999,9058
Gerzat,France,45.82432,3.144044,9050
Marck,France,50.948965,1.943275,9012
Darnétal,France,49.445327,1.151438,8993
Bihorel,France,49.454685,1.122298,8954
Tonneins,France,44.392063,0.312408,8951
Hagondange,France,49.251339,6.168115,8935
Dombasle-sur-Meurthe,France,48.625201,6.349671,8896
Merville,France,50.643294,2.641251,8894
Le Passage,France,45.531697,5.505376,8887
Paray-le-Monial,France,46.454574,4.115844,8867
Aulnoye-Aymeries,France,50.201412,3.838439,8864
Gérardmer,France,48.073456,6.877869,8839
Fleury-Mérogis,France,48.63108,2.361942,8834
Moyeuvre-Grande,France,49.251646,6.047541,8826
Revin,France,49.936162,4.643896,8770
Ézanville,France,49.027941,2.367865,8770
Lure,France,47.685152,6.498127,8736
Privas,France,44.733939,4.597013,8722
Saint-Jean-de-Maurienne,France,45.284946,6.384018,8671
Foix,France,42.960457,1.607872,8661
Onnaing,France,50.38584,3.599627,8603
Notre-Dame-de-Gravenchon,France,49.489405,0.571878,8511
Cappelle-la-Grande,France,50.999793,2.358484,8495
Libercourt,France,50.483225,3.015844,8393
Digoin,France,46.481236,3.979459,8368
Champagnole,France,46.744516,5.913538,8313
Remiremont,France,48.017537,6.5882,8274
Luxeuil-les-Bains,France,47.817099,6.364997,8261
Harfleur,France,49.511248,0.192722,8175
Avallon,France,47.49181,3.914723,8053
Gueugnon,France,46.603569,4.06286,7962
La Ricamarie,France,45.416843,4.311988,7527
Waziers,France,50.387171,3.114902,7431
Uckange,France,49.303036,6.149202,7264
