City,State,Latitude,Longitude,Population
Zelenogorsk,Russia,60.199679,29.701834,11867
Pionerskiy,Russia,54.950826,20.227479,11856
Lokot,Russia,52.565,34.5776,11853
Sagopshi,Russia,43.485146,44.590633,11848
Uspenskoye,Russia,44.8311,41.3927,11843
Dubinino,Russia,55.619167,89.091111,11841
Kraskovo,Russia,55.649722,37.987778,11832
Krasnousolskiy,Russia,53.8894,56.4746,11819
Lvovskiy,Russia,55.318722,37.523371,11808
Kayakent,Russia,42.387356,47.903007,11805
Nizhneye Kazanishche,Russia,42.763691,47.160269,11765
Magdagachi,Russia,53.45,125.8,11739
Yemelyanovo,Russia,56.168056,92.676667,11734
Yandyrka,Russia,43.275,44.912778,11730
Pochinki,Russia,54.698746,44.86678,11724
Seryshevo,Russia,51.093333,128.378611,11718
Platnirovskaya,Russia,45.395314,39.384203,11710
Krasnozavodsk,Russia,56.45,38.216667,11694
Kavkazskaya,Russia,45.4453,40.6765,11680
Belaya Kholunitsa,Russia,58.84,50.852778,11658
Guryevsk,Russia,54.773232,20.605211,11653
Mokshan,Russia,53.436498,44.613217,11652
Markha,Russia,62.105278,129.726944,11648
Zvenigorod,Russia,55.734015,36.859182,11628
Oktyabrskaya,Russia,46.278,39.8151,11608
Borovsk,Russia,55.206389,36.486111,11578
Shalushka,Russia,43.5325,43.566111,11577
Kaduy,Russia,59.2,37.15,11570
Krasnobrodskiy,Russia,54.1581,86.4486,11565
Sunzha,Russia,43.058616,44.82281,11548
Kugesi,Russia,56.028947,47.292551,11547
Bazhovo,Russia,55.0604,61.6054,11537
Zmeinogorsk,Russia,51.156667,82.195,11514
Mulino,Russia,56.289227,42.920053,11513
Redkino,Russia,56.647541,36.296737,11507
Khor,Russia,47.886111,134.946389,11503
Mikun,Russia,62.199384,49.942766,11503
Aginskoye,Russia,51.1,114.533333,11491
Kamen-Rybolov,Russia,44.748056,132.040278,11489
Nogir,Russia,43.08162,44.636497,11469
Mikhaylovskoye,Russia,51.823889,79.717222,11467
Severnyy,Russia,67.633333,64.1,11434
Shipunovo,Russia,52.1582,82.2173,11431
Praskoveya,Russia,44.744444,44.203056,11420
Shagonar,Russia,51.533333,92.8,11415
Drezna,Russia,55.742082,38.847526,11387
Kirs,Russia,59.338825,52.244671,11385
Levokumskoye,Russia,44.821944,44.660556,11377
Ust-Donetskiy,Russia,47.641895,40.871819,11357
Yuryevets,Russia,56.101384,40.269814,11352
Peschanokopskoye,Russia,46.195167,41.081431,11340
Urzhum,Russia,57.114119,49.999561,11333
Khanskaya,Russia,44.67702,39.961599,11297
Urussu,Russia,54.598118,53.463126,11279
Tatsinskaya,Russia,48.19677,41.275583,11258
Khorol,Russia,44.426111,132.0725,11245
Pogar,Russia,52.553993,33.259067,11242
Chekmagush,Russia,55.131944,54.655556,11225
Glubokiy,Russia,48.527592,40.327923,11225
Vinzili,Russia,56.959377,65.770796,11219
Novoorsk,Russia,51.3621,59.0323,11212
Volchikha,Russia,52.033333,80.383333,11212
Boguchany,Russia,58.381389,97.453056,11209
Anastasiyevskaya,Russia,45.215764,37.892577,11204
Suzdal,Russia,56.422736,40.446684,11183
Psebay,Russia,44.1234,40.8107,11174
Nizhniy Odes,Russia,63.644511,54.855981,11165
Starokamyshinsk,Russia,55.0554,61.6031,11158
Mesker-Yurt,Russia,43.251474,45.907165,11147
Muromtsevo,Russia,56.372382,75.241749,11147
Neya,Russia,58.297188,43.86808,11145
Botlikh,Russia,42.644419,46.229669,11131
Mezhdurechenskiy,Russia,59.6,65.933333,11121
Kharovsk,Russia,59.964247,40.19121,11115
Vyritsa,Russia,59.407778,30.348056,11107
Vytegra,Russia,61.006364,36.448111,11100
Soltsy,Russia,58.123874,30.323771,11093
Fryanovo,Russia,56.133333,38.45,11088
Troitskiy,Russia,57.060277,63.748113,11081
Krasnooktyabrskiy,Russia,48.870824,44.758273,11080
Bisert,Russia,56.861742,59.052312,11077
Tselina,Russia,46.53381,41.032841,11075
Ivangorod,Russia,59.371549,28.216251,11074
Soldato-Aleksandrovskoye,Russia,44.265278,43.756111,11059
Kursavka,Russia,44.4564,42.5093,11043
Chertkovo,Russia,49.384705,40.154709,11012
Vorotynsk,Russia,54.428279,36.04646,10977
Baranchinskiy,Russia,58.1617,59.6991,10970
Kargopol,Russia,61.507072,38.945636,10966
Verkhnyaya Sinyachikha,Russia,57.976045,61.667331,10964
Kuvshinovo,Russia,57.029532,34.172518,10960
Chegem Vtoroy,Russia,43.595833,43.599444,10951
Navoloki,Russia,57.465719,41.963443,10951
Yelnya,Russia,54.578643,33.183727,10947
Pervomayskiy,Russia,54.044824,37.508749,10946
Novospasskoye,Russia,53.146833,47.751381,10941
Starokorsunskaya,Russia,45.057271,39.316109,10915
Islamey,Russia,43.675556,43.455,10899
Pangody,Russia,65.916667,74.833333,10898
Troitskoye,Russia,52.9821,84.6757,10887
Kargat,Russia,55.195556,80.281111,10881
Krasnyy Yar,Russia,46.533138,48.345586,10876
Plesetsk,Russia,62.708043,40.291594,10870
Volodarsk,Russia,56.231051,43.187671,10862
Samashki,Russia,43.290556,45.301389,10848
Sokolniki,Russia,54.0246,38.4574,10843
Suoyarvi,Russia,62.083333,32.35,10834
Vurnary,Russia,55.490444,46.96479,10825
Kolyvan,Russia,55.3053,82.7391,10807
Kazanskaya,Russia,45.4106,40.4361,10794
Kez,Russia,57.897855,53.715207,10792
Nadvoitsy,Russia,63.866667,34.316667,10780
Mayrtup,Russia,43.203478,46.132145,10778
Obluche,Russia,49,131.083333,10777
Vysokovsk,Russia,56.316667,36.55,10772
Oktyabrskoye,Russia,43.064512,44.74171,10763
Krasnoslobodsk,Russia,54.425303,43.789634,10748
Yadrin,Russia,55.940518,46.206224,10735
Beloyarsk,Russia,53.4461,83.9048,10733
Gorodovikovsk,Russia,46.087847,41.933533,10706
Novaya Igirma,Russia,57.1334,103.9112,10681
Pervomayskiy,Russia,54.866389,61.170278,10681
Sovetskiy,Russia,56.758333,48.476111,10674
Minyar,Russia,55.073333,57.555,10664
Lokomotivnyy,Russia,53.0118,60.5684,10663
Kushnarënkovo,Russia,55.105,55.350833,10650
Uzhur-4,Russia,56.115833,92.925278,10641
Samarskoye,Russia,46.937,39.6881,10638
Kenzhe,Russia,43.501667,43.557222,10636
Khilok,Russia,51.3674,110.4676,10627
Staromyshastovskaya,Russia,45.343286,39.076084,10625
Uvelskiy,Russia,54.4446,61.3574,10625
Ayutinskiy,Russia,47.782279,40.14763,10623
Imeni Morozova,Russia,59.975723,31.037623,10623
Yayva,Russia,59.330333,57.264079,10615
Pokrovka,Russia,43.95,131.65,10614
Verkhnyaya Tura,Russia,58.360833,59.806667,10608
Davydovo,Russia,55.608594,38.861087,10606
Pudozh,Russia,61.809882,36.534541,10605
Nizhnyaya Maktama,Russia,54.863564,52.428096,10600
Rakitnoye,Russia,50.8389,35.8515,10596
Kuytun,Russia,54.3423,101.5094,10566
Ustyuzhna,Russia,58.8394,36.4321,10566
Zayukovo,Russia,43.616111,43.333889,10559
Tarki,Russia,42.944227,47.495271,10554
Moshkovo,Russia,55.3053,83.6104,10541
Tulskiy,Russia,44.513611,40.178889,10508
Totma,Russia,59.973749,42.764865,10502
Khasanya,Russia,43.433333,43.578611,10495
Shchuchye,Russia,55.2075,62.748056,10480
Mikhaylovskoye,Russia,43.099716,44.631637,10479
Onokhoy,Russia,51.932,108.0747,10478
Staronizhestebliyevskaya,Russia,45.383146,38.443037,10478
Sosnovka,Russia,53.235925,41.368593,10475
Lyubinskiy,Russia,55.15421,72.692472,10461
Bredy,Russia,52.415278,60.341111,10450
Arkhara,Russia,49.4212,130.0842,10430
Chulman,Russia,56.8479,124.9104,10430
Belyye Berega,Russia,53.20851,34.664047,10425
Volchansk,Russia,59.9378,60.081,10403
Bazarnyy Karabulak,Russia,52.268333,46.414444,10389
Kaa-Khem,Russia,51.683333,94.733333,10375
Pravdinskiy,Russia,56.066667,37.85,10372
Novomikhaylovskiy,Russia,44.2626,38.8585,10370
Serafimovskiy,Russia,54.424079,53.796396,10360
Taksimo,Russia,56.344444,114.879444,10359
Maryanskaya,Russia,45.103419,38.639991,10353
Shakhovskaya,Russia,56.031468,35.506965,10353
Krasnozërskoye,Russia,53.982774,79.237352,10339
Vakhrushi,Russia,58.67,50.070556,10330
Zadonsk,Russia,52.3904,38.9261,10326
Anadyr,Russia,64.75,177.483333,10318
Ordynskoye,Russia,54.3656,81.8994,10314
Kola,Russia,68.880621,33.018422,10282
Nolinsk,Russia,57.559619,49.936294,10282
Aleksandriyskaya,Russia,44.227222,43.345278,10279
Inzhavino,Russia,52.318474,42.493688,10278
Dvubratskiy,Russia,45.238879,39.804994,10272
Novopodrezkovo,Russia,55.939722,37.344167,10271
Assinovskaya,Russia,43.241667,45.181944,10270
Novonikolayevskiy,Russia,50.9738,42.3649,10251
Alleroy,Russia,43.087056,46.304703,10247
Alleroy,Russia,43.217106,46.282094,10247
Lysogorskaya,Russia,44.106389,43.275556,10219
Mikhaylovsk,Russia,56.435833,59.12,10209
Krivyanskaya,Russia,47.396248,40.1662,10203
Mariinskiy Posad,Russia,56.114974,47.718052,10199
Oktyabrskiy,Russia,54.9891,61.4743,10198
Staryye Atagi,Russia,43.086545,45.720351,10183
Staryye Atagi,Russia,43.120278,45.740556,10183
Tolbazy,Russia,53.992812,55.908614,10183
Tarusa,Russia,54.724357,37.172719,10181
Yekaterinoslavka,Russia,50.373365,129.11386,10178
Sosva,Russia,59.176621,61.855792,10171
Ugleuralskiy,Russia,58.953349,57.584631,10169
Alkhan-Kala,Russia,43.258611,45.539167,10168
Kormilovka,Russia,55.002644,74.10281,10166
Sovetskaya,Russia,44.776944,41.172222,10166
Prokhorovka,Russia,51.037412,36.732524,10136
Bolshëvo,Russia,55.934861,37.830021,10133
Zubova Polyana,Russia,54.0771,42.8372,10119
Sheregesh,Russia,52.9209,87.9869,10114
Tyulgan,Russia,52.340486,56.166043,10105
Nogliki,Russia,51.833333,143.166667,10098
Argayash,Russia,55.4888,60.8767,10096
Pyshma,Russia,56.952263,63.251291,10094
Bolokhovo,Russia,54.083777,37.82895,10084
Dobrinka,Russia,52.165278,40.473056,10063
Sholokhovskiy,Russia,48.280713,41.04592,10062
Bolshaya Glushitsa,Russia,52.389976,50.471202,10055
Oktyabrskiy,Russia,55.608062,37.977385,10051
Gigant,Russia,46.506646,41.341848,10034
Troitskoye,Russia,46.4206,44.2591,10025
Yaroslavskiy,Russia,44.168333,132.207222,10010
Skovorodino,Russia,53.983333,123.916667,10007
Olonets,Russia,60.984746,32.969759,10006
Dolakovo,Russia,43.237588,44.589639,9994
Malinovka,Russia,53.4171,87.278,9981
Nyurba,Russia,63.284167,118.331944,9972
Aktyubinskiy,Russia,54.813725,52.805589,9964
Pervomayskiy,Russia,55.517778,37.22,9964
Zapadnaya Dvina,Russia,56.259014,32.074541,9963
Malysheva,Russia,57.118506,61.403446,9955
Vilyuysk,Russia,63.755278,121.624722,9949
Ardatov,Russia,55.242053,43.096988,9946
Isheyevka,Russia,54.42789,48.266746,9944
Aleksandrov Gay,Russia,50.147043,48.570368,9919
Novomyshastovskaya,Russia,45.199086,38.582722,9916
Yuzhno-Sukhokumsk,Russia,44.658113,45.643596,9913
Novoagansk,Russia,61.9449,76.6625,9907
Varna,Russia,53.381944,60.974722,9906
Ilek,Russia,51.527091,53.383061,9898
Luzino,Russia,54.948111,73.035312,9897
Sernovodskoye,Russia,43.311723,45.159388,9882
Puchezh,Russia,56.978779,43.167615,9881
Bessonovka,Russia,53.309677,45.040694,9880
Ikryanoye,Russia,46.093232,47.730776,9880
Rovenki,Russia,49.922268,38.891443,9867
Kizner,Russia,56.274888,51.507996,9847
Serafimovich,Russia,49.5786,42.736,9847
Verkhneuralsk,Russia,53.876944,59.210556,9844
Leninskiy,Russia,54.287683,37.459257,9834
Pankovka,Russia,58.500043,31.199903,9828
Kokoshkino,Russia,55.597692,37.169501,9818
Gornyy,Russia,55.1153,83.9059,9807
Zarechnyy,Russia,51.851388,107.514449,9806
Oktyabrskiy,Russia,56.509909,57.204514,9790
Zalari,Russia,53.5584,102.5065,9781
Mesyagutovo,Russia,55.530278,58.252778,9780
Revda,Russia,67.937101,34.561494,9780
Zabaykalsk,Russia,49.633333,117.316667,9767
Pokrovsk,Russia,61.478056,129.127222,9763
Buzdyak,Russia,54.583333,54.55,9752
Melnikovo,Russia,56.555833,84.085,9745
Alekseyevskoye,Russia,55.307064,50.113532,9738
Kresttsy,Russia,58.245199,32.516475,9737
Ozinki,Russia,51.1786,49.6769,9733
Vargashi,Russia,55.355556,65.846667,9728
Gekhi,Russia,43.163543,45.472379,9714
Shatki,Russia,55.188745,44.124859,9712
Vylgort,Russia,61.622833,50.7573,9707
Oktyabrskiy,Russia,61.09146,43.167665,9697
Makushino,Russia,55.210278,67.244167,9682
Novaya Ladoga,Russia,60.102457,32.30191,9680
Kuzmolovskiy,Russia,60.109208,30.490915,9676
Aban,Russia,56.6787,96.0658,9670
Perevolotskiy,Russia,51.876329,54.193776,9667
Bashmakovo,Russia,53.213292,43.034202,9654
Novosemeykino,Russia,53.370563,50.354278,9646
Romodanovo,Russia,54.42753,45.329622,9646
Znamenskoye,Russia,43.678975,45.128674,9641
Lipki,Russia,53.969938,37.70282,9633
Rudnya,Russia,54.946977,31.093395,9615
Nekrasovskiy,Russia,56.066667,37.5,9613
Dno,Russia,57.827718,29.963682,9608
Dedovichi,Russia,57.551663,29.950176,9606
Plastunovskaya,Russia,45.295563,39.266709,9604
Shelkovskaya,Russia,43.508038,46.340162,9602
Naryshkino,Russia,52.967775,35.726774,9600
Omutinskoye,Russia,56.474532,67.670868,9595
Sarmakovo,Russia,43.745556,43.200278,9588
Bogandinskiy,Russia,56.893749,65.893777,9586
Sokolovo-Kundryuchenskiy,Russia,47.835362,39.947111,9585
Biryusinsk,Russia,55.9634,97.8235,9583
Dergachi,Russia,51.2328,48.7659,9570
Morki,Russia,56.430278,48.994722,9568
Mga,Russia,59.75,31.066667,9565
Nizhnyaya Poyma,Russia,56.1643,97.2065,9560
Bichura,Russia,50.588056,107.602222,9559
Novosokolniki,Russia,56.346345,30.157781,9559
Dombarovskiy,Russia,50.7587,59.5386,9556
Zalukokoazhe,Russia,43.903889,43.215556,9554
Igrim,Russia,63.1906,64.4162,9545
Rodino,Russia,52.5,80.25,9537
Zheshart,Russia,62.07314,49.573348,9534
Bakaly,Russia,55.178889,53.802778,9532
Oblivskaya,Russia,48.53616,42.501381,9528
Miasskoye,Russia,55.2784,61.8905,9524
Raduzhnyy,Russia,59.483333,49.65,9514
Volodarskiy,Russia,46.401342,48.54093,9509
Nizhniy Tagil-39,Russia,58.039722,60.396111,9508
Vatutinki,Russia,55.4965,37.329875,9502
Vetluga,Russia,57.855741,45.781022,9497
Ardatov,Russia,54.7623,46.2633,9478
Kirovskiy,Russia,45.091667,133.513611,9467
Kamenka,Russia,51.3223,42.7678,9450
Koltsovo,Russia,54.9376,83.1825,9447
Maksatikha,Russia,57.796946,35.882539,9441
Smolenskoye,Russia,52.304444,85.078056,9431
Taman,Russia,45.211696,36.716092,9417
Ivanovskaya,Russia,45.276012,38.464346,9415
Verkhniye Achaluki,Russia,43.346944,44.6975,9393
Novokruchininskiy,Russia,51.783602,113.775912,9391
Shira,Russia,54.491111,89.953056,9358
Verkhneyarkeyevo,Russia,55.450459,54.314551,9357
Urengoy,Russia,65.966667,78.366667,9355
Kosterevo,Russia,55.929895,39.614376,9350
Mendeleyevskiy,Russia,54.137451,37.587422,9350
Yermolino,Russia,55.194888,36.595133,9350
Roshchino,Russia,60.247426,29.613078,9346
Grigoropolisskaya,Russia,45.297222,41.056667,9310
Pochinok,Russia,54.346269,32.86212,9310
Veshenskaya,Russia,49.630327,41.733402,9303
Topchikha,Russia,52.8192,83.1185,9301
Gornyatskiy,Russia,48.291469,40.957498,9292
Germenchuk,Russia,43.185705,45.921004,9285
Bogorodskoye,Russia,56.55,37.883333,9275
Mamontovo,Russia,52.7055,81.6244,9275
Tisul,Russia,55.761111,88.312222,9249
Chadan,Russia,51.283333,91.583333,9247
Perevoz,Russia,55.596132,44.544606,9228
Sibirtsevo,Russia,44.203611,132.448056,9226
Krasnaya Gorbatka,Russia,55.8703,41.7641,9225
Andreapol,Russia,56.651336,32.266395,9209
Klyuchi,Russia,52.266667,79.166667,9205
Katyr-Yurt,Russia,43.170066,45.371139,9202
Ulyanovka,Russia,59.639444,30.764722,9197
Pokoynoye,Russia,44.809722,44.251667,9175
Bykovo,Russia,55.620753,38.079696,9159
Nekrasovka,Russia,48.3525,135.2325,9159
Komsomolsk,Russia,57.029132,40.372664,9156
Zavety Ilicha,Russia,49.029421,140.249375,9153
Imeni Sverdlova,Russia,59.796111,30.665833,9151
Ust-Nera,Russia,64.566667,143.2,9148
Arkhangelskaya,Russia,45.679722,40.275556,9144
Torbeyevo,Russia,54.079721,43.247318,9138
Energetik,Russia,51.7445,58.7934,9136
Staritsa,Russia,56.507516,34.935441,9135
Borskoye,Russia,53.033333,51.716667,9119
Ibresi,Russia,55.3011,47.038,9113
Preobrazheniye,Russia,42.901944,133.906389,9113
Purpe,Russia,64.480278,76.689722,9099
Salair,Russia,54.2312,85.7972,9096
Pervomayskoye,Russia,43.919041,46.710193,9073
Krasnogvardeyskoye,Russia,45.099969,39.544536,9071
Marinskaya,Russia,43.8825,43.491389,9065
Atamanovka,Russia,51.933333,113.633333,9053
Neklyudovo,Russia,56.414213,43.977208,9052
Sosnovskoye,Russia,55.805492,43.167909,9052
Novyye Lyady,Russia,58.053567,56.603887,9050
Tommot,Russia,58.956389,126.2925,9034
Dmitriyevka,Russia,52.8832,40.7855,9015
Trudobelikovskiy,Russia,45.268527,38.153763,9013
Krivodanovka,Russia,55.0881,82.6551,9006
Pontonnyy,Russia,59.786667,30.615278,9001
Malmyzh,Russia,56.5205,50.6818,8990
Svetlyy,Russia,50.818333,60.851944,8976
Mamedkala,Russia,42.167726,48.119877,8965
Burayevo,Russia,55.840693,55.408336,8963
Lev Tolstoy,Russia,53.213439,39.446038,8955
Povolzhskiy,Russia,53.5854,49.7629,8952
Belyy Yar,Russia,53.603889,91.390278,8951
Tarasovskiy,Russia,48.727273,40.362669,8949
Vinsady,Russia,44.080833,42.965278,8949
Zavodskoy,Russia,48.403722,40.260644,8948
Dubovka,Russia,53.820307,38.008118,8946
Znamenka,Russia,52.4167,41.431079,8940
Knyaze-Volkonskoye,Russia,48.464167,135.456667,8936
Balakirevo,Russia,56.505883,38.843241,8932
Rodnikovskaya,Russia,44.764444,40.665556,8925
Aksay,Russia,43.372543,46.444966,8924
Chany,Russia,55.312046,76.76468,8923
Roslyakovo,Russia,69.04303,33.199061,8921
Sernur,Russia,56.933333,49.153611,8921
Yermakovskoye,Russia,53.283056,92.400278,8910
Lukhovka,Russia,54.148438,45.257277,8892
Alkhan-Yurt,Russia,43.231789,45.572278,8879
Zolskaya,Russia,43.908611,43.301111,8865
Liman,Russia,45.784572,47.224053,8858
Rebrikha,Russia,53.009167,82.289722,8858
Plekhanovo,Russia,54.015056,37.717133,8841
Insar,Russia,53.865311,44.373824,8838
Mamontovka,Russia,55.980833,37.819722,8817
Fastovetskaya,Russia,45.918889,40.158889,8806
Novoye Devyatkino,Russia,60.072692,30.478374,8802
Belinskiy,Russia,52.964739,43.416472,8800
Proletarskiy,Russia,50.7569,35.5194,8786
Novovelichkovskaya,Russia,45.277814,38.843642,8774
Novyye Atagi,Russia,43.135278,45.773056,8760
Verkhniy Baskunchak,Russia,48.225639,46.721695,8745
Milkovo,Russia,54.716667,158.616667,8726
Novoselitskoye,Russia,44.750833,43.436944,8723
Potanino,Russia,55.1786,61.6222,8717
Mishkino,Russia,55.338889,63.9175,8712
Komsomolskoye,Russia,43.195644,46.895302,8710
Uralskiy,Russia,57.939936,55.550948,8707
Yutsa,Russia,43.943056,42.971111,8702
Razvilka,Russia,55.59209,37.740853,8701
Lesnoy,Russia,56.066667,37.916667,8689
Kozulka,Russia,56.1606,91.3858,8663
Nikolsk,Russia,59.535315,45.457434,8656
Spassk-Ryazanskiy,Russia,54.404,40.3762,8655
Yelanskiy,Russia,56.8419,62.5014,8653
Bolgar,Russia,54.95,49.066667,8641
Suntar,Russia,62.144444,117.631944,8639
Pachelma,Russia,53.244259,43.352046,8620
Kuzovatovo,Russia,53.546808,47.686588,8607
Temirgoyevskaya,Russia,45.114137,40.280269,8588
Samoylovka,Russia,51.184,43.7081,8584
Kargasok,Russia,59.055556,80.857222,8572
Chermen,Russia,43.148611,44.706944,8550
Naurskaya,Russia,43.650746,45.311725,8550
Novobureyskiy,Russia,49.798,129.8774,8550
Kargapolye,Russia,55.864167,64.216944,8547
Kizlyar,Russia,43.703785,44.594402,8544
Novotalitsy,Russia,57.009373,40.850897,8543
Pereyaslovskaya,Russia,45.841207,39.023794,8542
Rayevskaya,Russia,44.835714,37.555765,8518
Demidov,Russia,55.270628,31.514975,8516
Sychëvka,Russia,55.82515,34.273615,8510
Sovetsk,Russia,53.936015,37.62774,8485
Taseyevo,Russia,57.2112,94.8921,8479
Vesyegonsk,Russia,58.663982,37.260403,8467
Koksovyy,Russia,48.200579,40.650894,8458
Nizhniy Ingash,Russia,56.2003,96.5373,8458
Chernomorskiy,Russia,44.850556,38.493611,8454
Lakhdenpokhya,Russia,61.519813,30.199173,8448
Dmitriyev-Lgovskiy,Russia,52.1257,35.0755,8445
Togur,Russia,58.3631,82.8265,8442
Rogovskaya,Russia,45.731166,38.739597,8435
Dubrovka,Russia,53.6907,33.5071,8427
Nadezhda,Russia,44.1,44.6,8426
Belousovo,Russia,55.094995,36.673203,8421
Molochnoye,Russia,59.291657,39.678681,8421
Mogoytuy,Russia,51.283333,114.916667,8420
Troitsko-Pechorsk,Russia,62.708359,56.196426,8414
Lobva,Russia,59.185384,60.518458,8403
Andreyevka,Russia,55.980278,37.135,8395
Mrakovo,Russia,52.716111,56.624444,8394
Shkotovo-22,Russia,42.880278,132.3375,8394
Shamkhal,Russia,43.05958,47.33732,8375
Kolyshley,Russia,52.7005,44.5367,8371
Meget,Russia,52.415,104.049444,8370
Mglin,Russia,53.059073,32.847533,8369
Tavrichanka,Russia,43.337778,131.863889,8352
Gorodishche,Russia,53.2775,45.7017,8334
Kalinovskaya,Russia,43.573832,45.520899,8305
Bolshaya Murta,Russia,56.905833,93.149722,8304
Maryanovka,Russia,54.961024,72.644149,8302
Ilinogorsk,Russia,56.227747,42.953849,8291
Nizhniye Vyazovyye,Russia,55.798772,48.52476,8290
Sargatskoye,Russia,55.610065,73.497164,8285
Staraya Stanitsa,Russia,48.336326,40.295881,8284
Suksun,Russia,57.1431,57.3949,8284
Barda,Russia,56.927679,55.593454,8279
Srednyaya Yelyuzan,Russia,53.0241,45.9529,8279
Verkhniy Mamon,Russia,50.1635,40.3832,8278
Lyambir,Russia,54.281716,45.124938,8274
Bykovo,Russia,49.766182,45.388664,8268
Parfino,Russia,57.973056,31.648056,8254
Temnikov,Russia,54.630233,43.214833,8252
Argudan,Russia,43.421389,43.915833,8250
Olovyannaya,Russia,50.95,115.566667,8247
Belyy Yar,Russia,58.444722,85.0425,8245
Chontaul,Russia,43.304809,46.859673,8241
Kirillov,Russia,59.862993,38.381275,8236
Sergiyevsk,Russia,53.945229,51.171415,8218
Lunino,Russia,53.591759,45.227093,8214
Yagunovskiy,Russia,55.2828,85.978,8199
Abatskoye,Russia,56.28748,70.455533,8195
Krasnogvardeyskoye,Russia,50.6492,38.4036,8183
Arkhipo-Osipovka,Russia,44.371944,38.529722,8170
Sergokala,Russia,42.454683,47.661195,8165
Aktanysh,Russia,55.721563,54.082925,8163
Velizh,Russia,55.605638,31.196732,8147
Novogornyy,Russia,55.63,60.7919,8132
Zhatay,Russia,62.159444,129.829444,8131
Smolenskaya,Russia,44.788668,38.801814,8130
Karsun,Russia,54.199409,46.982697,8128
Krasnokholmskiy,Russia,55.98729,55.046589,8117
Yarega,Russia,63.435434,53.576505,8092
Koshki,Russia,54.209142,50.467667,8086
Krasnozatonskiy,Russia,61.675778,50.97939,8078
Sharlyk,Russia,52.916667,54.75,8072
Kamenka,Russia,60.446391,29.082901,8071
Dylym,Russia,43.070991,46.634541,8069
Rudnya,Russia,50.798981,44.55856,8062
Kumylzhenskaya,Russia,49.8809,42.5898,8061
Mikhaylovskaya,Russia,44.994722,40.596389,8050
Imeni Karla Libknekhta,Russia,51.6195,35.4763,8030
Tymovskoye,Russia,50.845556,142.655,8030
Voronezhskaya,Russia,45.211305,39.567058,8026
Dubovskoye,Russia,47.4142,42.7697,8019
Sengiley,Russia,53.962222,48.794444,8018
Vysokaya Gora,Russia,55.912778,49.301667,8013
Chërnyy Yar,Russia,48.06242,46.10911,8006
Aleksandrovskoye,Russia,56.740833,85.390556,7999
Gubden,Russia,42.568079,47.565791,7997
Murygino,Russia,58.738307,49.458221,7996
Adamovka,Russia,51.5223,59.9396,7994
Nekrasovka,Russia,55.693277,37.911483,7994
Arkhonskaya,Russia,43.11,44.5125,7991
Khorinsk,Russia,52.1657,109.7726,7986
Storozhevaya,Russia,43.87886,41.451434,7986
Yenotayevka,Russia,47.245594,47.02814,7985
Namtsy,Russia,62.716111,129.665833,7980
Kozhevnikovo,Russia,56.258889,83.971389,7970
Mendeleyevo,Russia,56.033333,37.216667,7964
Verkhovye,Russia,52.811646,37.242146,7964
Aniva,Russia,46.714445,142.529389,7963
Beregovoy,Russia,55.173007,73.219836,7961
Chirkey,Russia,42.961314,46.978664,7959
Tovarkovskiy,Russia,53.682168,38.209197,7959
Tamala,Russia,52.540973,43.25145,7956
Krasnoye-na-Volge,Russia,57.514826,41.239002,7953
Kagalnik,Russia,47.076947,39.32301,7939
Mikhaylovka,Russia,52.9589,103.2846,7937
Zalesovo,Russia,53.993889,84.743056,7936
Yukhnov,Russia,54.744444,35.229722,7934
Ramon,Russia,51.915695,39.336087,7928
Khankala,Russia,43.302121,45.755638,7925
Krasnaya Yaruga,Russia,50.800833,35.658333,7924
Okhansk,Russia,57.718547,55.387717,7920
Tomarovka,Russia,50.683376,36.233087,7916
Krasavino,Russia,60.962251,46.483206,7912
Novyy Khushet,Russia,42.899415,47.560403,7912
Novotroitskaya,Russia,45.326667,41.525278,7910
Krapivinskiy,Russia,54.9992,86.8133,7909
Mayna,Russia,54.1135,47.6231,7904
Priargunsk,Russia,50.3691,119.1012,7902
Karatuzskoye,Russia,53.607222,92.866667,7900
Yurgamysh,Russia,55.371389,64.465556,7888
Sovetskaya,Russia,44.026667,44.05,7886
Nadterechnoye,Russia,43.622714,45.339688,7877
Verkhnyaya Khava,Russia,51.840446,39.941341,7870
Volya,Russia,51.765096,39.540396,7869
Staraya Sunzha,Russia,43.335421,45.743767,7860
Karmaskaly,Russia,54.3709,56.1837,7858
Vyyezdnoye,Russia,55.381539,43.786381,7857
Suponevo,Russia,53.204923,34.295966,7845
Polessk,Russia,54.86205,21.102791,7835
Zaterechnyy,Russia,44.793056,45.209722,7835
Tambovka,Russia,50.096944,128.048889,7834
Kardonikskaya,Russia,43.865774,41.71432,7830
Krasnaya Polyana,Russia,56.242044,51.14425,7828
Osinovo,Russia,55.8809,48.881,7827
Ivnya,Russia,51.062939,36.134263,7824
Stavrovo,Russia,56.133107,40.012953,7822
Vkhodnoy,Russia,54.951809,73.171077,7819
Levashi,Russia,42.430363,47.321481,7817
Muchkapskiy,Russia,51.851334,42.471747,7814
Krasnyye Baki,Russia,57.130996,45.159924,7810
Kurush,Russia,41.28413,47.834536,7807
Orichi,Russia,58.403562,49.057194,7806
Terekli-Mekteb,Russia,44.167097,45.869749,7799
Medyn,Russia,54.969167,35.858611,7791
Yavas,Russia,54.3902,42.6626,7783
Duminichi,Russia,53.917637,35.097791,7779
