City,State,Lat,Long,Pop
Aguilar de la Frontera,Spain,37.514454,-4.656173,13557
Albal,Spain,39.4,-0.416667,13507
Teguise,Spain,29.060494,-13.563975,13491
Campo de Criptana,Spain,39.404637,-3.123583,13470
Lena,Spain,43.160886,-5.828783,13377
La Algaba,Spain,37.463671,-6.012938,13346
Coria,Spain,39.987879,-6.537718,13287
Torelló,Spain,42.048215,2.263955,13275
Torre del Campo,Spain,37.772009,-3.897411,13235
Illescas,Spain,40.122128,-3.847038,13114
Teror,Spain,28.064123,-15.548099,13110
Llanes,Spain,43.422601,-4.756861,13084
La Llagosta,Spain,41.514348,2.19297,13012
La Garriga,Spain,41.683047,2.28626,13006
Santomera,Spain,38.06173,-1.048283,12979
Laredo,Spain,43.409802,-3.416131,12871
Alginet,Spain,39.266667,-0.466667,12754
Valverde del Camino,Spain,37.575112,-6.75432,12747
Verín,Spain,41.941548,-7.433918,12663
Sóller,Spain,39.768206,2.716361,12658
Betanzos,Spain,43.280418,-8.214674,12629
Torrox,Spain,36.759304,-3.952495,12610
Bueu,Spain,42.324579,-8.784973,12597
Punta Umbría,Spain,37.182131,-6.96605,12578
Peñarroya-Pueblonuevo,Spain,38.3,-5.266667,12566
Puerto Lumbreras,Spain,37.562904,-1.810008,12542
Fraga,Spain,41.521508,0.35,12538
Villafranca de los Barros,Spain,38.561445,-6.338095,12442
Gondomar,Spain,42.111554,-8.74971,12419
Tineo,Spain,43.337651,-6.414516,12416
Cocentaina,Spain,38.739751,-0.439759,12404
Villamartín,Spain,36.859787,-5.64485,12342
Utiel,Spain,39.566667,-1.2,12277
Villablino,Spain,42.939316,-6.319434,12250
Beasain,Spain,43.05,-2.183333,12237
Estepa,Spain,37.292487,-4.878709,12194
Bullas,Spain,38.046667,-1.672271,12184
El Escorial,Spain,40.584557,-4.127668,12131
Llanera,Spain,43.433333,-5.883333,12124
Tarancón,Spain,40.008511,-3.00731,12081
Ripoll,Spain,42.20033,2.190467,12047
Astorga,Spain,42.458786,-6.056013,12037
Jódar,Spain,37.840641,-3.352622,12031
Santa Marta de Tormes,Spain,40.950653,-5.627226,11998
Socuéllamos,Spain,39.285808,-2.792055,11920
Godella,Spain,39.533333,-0.416667,11829
Jaca,Spain,42.568976,-0.549868,11811
Rianxo,Spain,42.649765,-8.81763,11793
Madridejos,Spain,39.468226,-3.531957,11743
Tomiño,Spain,41.987722,-8.755018,11598
Sada,Spain,43.356187,-8.257964,11573
Atarfe,Spain,37.224321,-3.686515,11535
Bolaños de Calatrava,Spain,38.906904,-3.663455,11535
Pilas,Spain,37.303373,-6.300969,11480
Santoña,Spain,43.443864,-3.457571,11328
Grado,Spain,43.388014,-6.074327,11289
Torrijos,Spain,39.981945,-4.283494,11284
Consuegra,Spain,39.462457,-3.608002,11223
Alcaudete,Spain,37.590912,-4.082367,11197
Sanlúcar la Mayor,Spain,37.38714,-6.201059,11143
Arrigorriaga,Spain,43.210062,-2.885616,11118
Brenes,Spain,37.549445,-5.871389,11078
Los Corrales de Buelna,Spain,43.263577,-4.072621,11066
Villacarrillo,Spain,38.115603,-3.084799,11063
Vilanova del Camí,Spain,41.571646,1.637509,11015
Reinosa,Spain,42.999585,-4.138007,10960
Tarazona,Spain,41.903426,-1.726016,10935
Gibraleón,Spain,37.37628,-6.968952,10904
Santa Comba,Spain,43.033062,-8.80925,10896
Tafalla,Spain,42.526865,-1.674461,10881
Illora,Spain,37.288253,-3.87954,10876
La Carlota,Spain,37.673592,-4.931216,10865
La Puebla de Cazalla,Spain,37.221548,-5.311534,10794
Olivenza,Spain,38.68402,-7.101034,10788
La Puebla del Río,Spain,37.267874,-6.062641,10775
Miajadas,Spain,39.151274,-5.908408,10733
Salobreña,Spain,36.742774,-3.587171,10725
Albox,Spain,37.388557,-2.149495,10688
Sopelana,Spain,43.380522,-2.982098,10688
Elgóibar,Spain,43.214669,-2.416271,10551
Zumárraga,Spain,43.092848,-2.313718,10284
Muros,Spain,42.776173,-9.060316,10252
Rute,Spain,37.32617,-4.367592,10113
La Bañeza,Spain,42.30026,-5.897718,10019
Bembibre,Spain,42.61771,-6.41545,9978
Villarrubia de los Ojos,Spain,39.220846,-3.608023,9933
Fuente Palmera,Spain,37.704938,-5.09965,9925
La Palma del Condado,Spain,37.386047,-6.55231,9904
Villanueva de Córdoba,Spain,38.322774,-4.628725,9880
Amurrio,Spain,43.05,-3,9806
Ondárroa,Spain,43.325088,-2.423304,9712
Buñol,Spain,39.416667,-0.783333,9704
Montoro,Spain,38.024086,-4.383405,9502
Fernán-Núñez,Spain,37.670436,-4.726395,9484
Silleda,Spain,42.696049,-8.24653,9271
Foz,Spain,43.569197,-7.254405,9170
Pravia,Spain,43.492473,-6.111303,9132
Chantada,Spain,42.609929,-7.769607,9086
Toro,Spain,41.524175,-5.395335,9041
Archidona,Spain,37.096046,-4.389942,9002
Padrón,Spain,42.740047,-8.663136,8925
Azuaga,Spain,38.266667,-5.683333,8435
Huéscar,Spain,37.811036,-2.54116,8182
Cervo,Spain,43.670188,-7.410134,4848
