City,State,Lat,Long,Pop
Vresina,Czech Republic,49.946431,18.191672,2328
Tlucna,Czech Republic,49.724768,13.239043,2307
Novy Malin,Czech Republic,49.95,17.033333,2303
Hovezi,Czech Republic,49.304997,18.06167,2302
Dolni Kounice,Czech Republic,49.07548,16.458775,2297
Jince,Czech Republic,49.788652,13.976619,2296
Bilovice nad Svitavou,Czech Republic,49.245536,16.671772,2293
Horni Plana,Czech Republic,48.768088,14.043873,2281
Sobotka,Czech Republic,50.467115,15.175501,2279
Kvasice,Czech Republic,49.23974,17.471008,2275
Borsice,Czech Republic,49.061597,17.350058,2273
Velke Porici,Czech Republic,50.458755,16.192494,2272
Zlonice,Czech Republic,50.286003,14.091592,2261
Plumlov,Czech Republic,49.466667,17.016667,2259
Hranice,Czech Republic,50.303473,12.17667,2254
Chlum u Trebone,Czech Republic,48.961325,14.92961,2253
Svoboda nad Upou,Czech Republic,50.623117,15.817125,2249
Line,Czech Republic,49.69531,13.257388,2230
Probostov,Czech Republic,50.666667,13.833333,2229
Mirosov,Czech Republic,49.690165,13.66891,2228
Chabarovice,Czech Republic,50.67493,13.939411,2223
Hovorany,Czech Republic,48.95513,16.990661,2212
Tuchlovice,Czech Republic,50.136983,13.990812,2211
Mnichovice,Czech Republic,49.936421,14.708604,2204
Mlade Buky,Czech Republic,50.604513,15.84315,2199
Kopidlno,Czech Republic,50.333198,15.26877,2195
Sardice,Czech Republic,48.963116,17.03136,2189
Velky Osek,Czech Republic,50.100358,15.192194,2188
Nechanice,Czech Republic,50.237115,15.635234,2186
Drnovice,Czech Republic,49.274783,16.950789,2178
Rudnik,Czech Republic,50.608353,15.737229,2178
Valasska Bystrice,Czech Republic,49.414654,18.109637,2172
Opatovice nad Labem,Czech Republic,50.151404,15.791597,2171
Cernilov,Czech Republic,50.263472,15.914827,2160
Novosedlice,Czech Republic,50.65795,13.822201,2143
Moravsky Pisek,Czech Republic,48.988068,17.329189,2140
Stare Mesto,Czech Republic,50.161224,16.946342,2137
Ledenice,Czech Republic,48.933078,14.621598,2135
Borohradek,Czech Republic,50.096142,16.092833,2127
Frycovice,Czech Republic,49.674995,18.228693,2114
Velky Tynec,Czech Republic,49.551547,17.335117,2114
Milin,Czech Republic,49.633333,14.046329,2107
Horomerice,Czech Republic,50.133877,14.334353,2105
Nemcice nad Hanou,Czech Republic,49.342743,17.209161,2102
Povrly,Czech Republic,50.673057,14.160202,2099
Prosec,Czech Republic,49.807075,16.116531,2089
Prusanky,Czech Republic,48.828992,16.983727,2087
Kobyli,Czech Republic,48.931754,16.888425,2084
Solnice,Czech Republic,50.203468,16.238854,2076
Vacenovice,Czech Republic,48.948027,17.174783,2075
Banov,Czech Republic,48.988364,17.721403,2072
Becov,Czech Republic,50.44922,13.717491,2069
Rakvice,Czech Republic,48.856971,16.814168,2066
Chynov,Czech Republic,49.408237,14.811225,2059
Tvrdonice,Czech Republic,48.76088,16.992502,2059
Peruc,Czech Republic,50.342619,13.960352,2058
Trojanovice,Czech Republic,49.515596,18.233463,2054
Horka nad Moravou,Czech Republic,49.638936,17.207852,2048
Velim,Czech Republic,50.061389,15.101479,2046
Jistebnice,Czech Republic,49.485539,14.527817,2035
Celadna,Czech Republic,49.552926,18.346749,2027
Janovice nad Uhlavou,Czech Republic,49.344417,13.217585,2025
Brasy,Czech Republic,49.832415,13.568605,2024
Kardasova Recice,Czech Republic,49.184224,14.853137,2022
Stity,Czech Republic,49.961908,16.763931,2021
Klecany,Czech Republic,50.176478,14.412374,2018
Zdounky,Czech Republic,49.229255,17.314168,2018
Stara Paka,Czech Republic,50.510833,15.49,2015
Okrisky,Czech Republic,49.24487,15.768936,2014
Vikyrovice,Czech Republic,49.983333,17.016667,2014
Zelezna Ruda,Czech Republic,49.137768,13.232492,2009
Pruhonice,Czech Republic,50.001471,14.559534,2008
Velky Senov,Czech Republic,50.992377,14.382757,2004
Vsetaty,Czech Republic,50.28187,14.592122,2001
Blucina,Czech Republic,49.055618,16.647764,1998
Polesovice,Czech Republic,49.033464,17.342672,1980
Troubky,Czech Republic,49.429764,17.347977,1980
Hrob,Czech Republic,50.656467,13.724949,1979
Plesna,Czech Republic,50.217447,12.349792,1972
Pozorice,Czech Republic,49.210654,16.791883,1968
Jablonec nad Jizerou,Czech Republic,50.704428,15.42863,1967
Jablunka,Czech Republic,49.38369,17.950487,1965
Loucovice,Czech Republic,48.620897,14.249763,1960
Kuncice pod Ondrejnikem,Czech Republic,49.56047,18.255484,1954
Lesna,Czech Republic,49.519404,17.93131,1951
Nydek,Czech Republic,49.659767,18.763336,1944
Bochov,Czech Republic,50.150569,13.046016,1940
Milotice,Czech Republic,48.955224,17.142277,1940
Sitborice,Czech Republic,49.014957,16.777808,1940
Dolni Poustevna,Czech Republic,50.991419,14.293227,1938
Verovice,Czech Republic,49.538936,18.119879,1934
Dolany,Czech Republic,49.64881,17.322268,1932
Doudleby nad Orlici,Czech Republic,50.107118,16.258362,1927
Loucna nad Desnou,Czech Republic,50.073687,17.091196,1925
Vranovice,Czech Republic,48.966667,16.6,1918
Brodek u Prerova,Czech Republic,49.484523,17.336783,1908
Horni Jiretin,Czech Republic,50.566667,13.566667,1908
Cerna Hora,Czech Republic,49.41309,16.581007,1906
Merin,Czech Republic,49.391768,15.88687,1901
Mikulcice,Czech Republic,48.817654,17.05,1899
Dobronin,Czech Republic,49.48208,15.679466,1897
Hukvaldy,Czech Republic,49.624767,18.22096,1897
Olovi,Czech Republic,50.244662,12.55825,1891
